IDLE_2.png, 0, 0, 48, 64, 0, 0, 0, 0
IDLE_3.png, 0, 64, 48, 64, 0, 0, 0, 0
IDLE_4.png, 0, 128, 48, 64, 0, 0, 0, 0
IDLE_5.png, 0, 192, 48, 64, 0, 0, 0, 0
IDLE_6.png, 48, 0, 48, 64, 0, 0, 0, 0
IDLE_7.png, 96, 0, 48, 64, 0, 0, 0, 0
IDLE_8.png, 144, 0, 48, 64, 0, 0, 0, 0
RUN_1.png, 192, 0, 48, 64, 0, 0, 0, 0
RUN_2.png, 48, 64, 48, 64, 0, 0, 0, 0
RUN_3.png, 48, 128, 48, 64, 0, 0, 0, 0
RUN_4.png, 48, 192, 48, 64, 0, 0, 0, 0
RUN_5.png, 96, 64, 48, 64, 0, 0, 0, 0
RUN_6.png, 96, 128, 48, 64, 0, 0, 0, 0
RUN_7.png, 96, 192, 48, 64, 0, 0, 0, 0
RUN_8.png, 144, 64, 48, 64, 0, 0, 0, 0
RUN_9.png, 192, 64, 48, 64, 0, 0, 0, 0
RUN_10.png, 144, 128, 48, 64, 0, 0, 0, 0
IDLE_1.png, 144, 192, 48, 64, 0, 0, 0, 0
